日付,時間,始値,高値,安値,終値,出来高
2026/6/11,23:00,64490,64840,64110,64200,2018
2026/6/11,0:00,64210,64360,63330,63770,3313
2026/6/11,1:00,63780,63960,63620,63710,1232
2026/6/11,2:00,63680,63850,63450,63800,834
2026/6/11,3:00,63800,63960,63520,63580,675
2026/6/11,4:00,63580,63650,63330,63330,682
2026/6/11,5:00,63320,63350,63140,63170,302
2026/6/11,6:00,63140,63140,63140,63140,37
2026/6/11,8:45,63080,63160,62500,62640,810
2026/6/11,9:00,62580,63660,62350,63450,2559
2026/6/11,10:00,63450,64190,63440,63610,1795
2026/6/11,11:00,63620,63920,63200,63650,1371
2026/6/11,12:00,63650,64230,63520,64190,1202
2026/6/11,13:00,64250,64410,63970,64300,721
2026/6/11,14:00,64300,64310,64070,64150,616
2026/6/11,15:00,64170,64360,64010,64320,590
2026/6/12,17:00,64620,65040,64580,64800,1395
2026/6/12,18:00,64800,64860,64630,64770,550
2026/6/12,19:00,64770,64840,64680,64720,438
2026/6/12,20:00,64700,64790,64560,64730,962
2026/6/12,21:00,64740,64820,64080,64490,2780
2026/6/12,22:00,64500,65130,64360,65010,1840
2026/6/12,23:00,65030,65200,64470,64530,2220
2026/6/12,0:00,64530,64960,64400,64860,2154
2026/6/12,1:00,64860,65040,64740,64740,1013
2026/6/12,2:00,64740,66080,64520,65900,2783
2026/6/12,3:00,65910,65980,65590,65880,1561
2026/6/12,4:00,65900,66460,65890,66390,1568
2026/6/12,5:00,66390,66740,66350,66590,1804
2026/6/12,6:00,66540,66540,66540,66540,16
2026/6/12,8:45,66600,67120,66600,66910,3376
2026/6/12,9:00,66900,67190,66500,66890,8046
2026/6/12,10:00,66890,66890,65960,66780,6504
2026/6/12,11:00,66790,66890,66520,66640,3149
2026/6/12,12:00,66650,66690,66310,66640,3669
2026/6/12,13:00,66650,66780,66460,66720,2375
2026/6/12,14:00,66720,66800,66110,66120,3627
2026/6/12,15:00,66120,66310,66080,66120,5052
2026/6/15,17:00,66450,66830,66380,66730,2696
2026/6/15,18:00,66730,67080,66730,66970,1910
2026/6/15,19:00,66950,67020,66720,66930,1457
2026/6/15,20:00,66940,67270,66940,67130,1636
2026/6/15,21:00,67130,67140,66720,66770,1660
2026/6/15,22:00,66780,66960,66470,66720,3207
2026/6/15,23:00,66730,67280,66680,67250,3906
2026/6/15,0:00,67260,67450,66970,67000,2825
2026/6/15,1:00,67000,67370,66900,67350,1680
2026/6/15,2:00,67350,67530,67230,67300,1149
2026/6/15,3:00,67310,67410,67230,67320,688
2026/6/15,4:00,67320,67400,67210,67270,869
2026/6/15,5:00,67270,67410,67260,67400,550
2026/6/15,6:00,67440,67440,67440,67440,61
2026/6/15,8:45,68300,68610,68200,68570,2054
2026/6/15,9:00,68580,69560,68530,69530,6940
2026/6/15,10:00,69530,69820,69340,69740,4658
2026/6/15,11:00,69740,69800,69640,69740,2021
2026/6/15,12:00,69730,69840,69390,69410,3754
2026/6/15,13:00,69410,69500,69300,69370,2387
2026/6/15,14:00,69370,69490,69210,69450,2604
2026/6/15,15:00,69460,69610,69270,69400,6472
2026/6/16,17:00,69430,69690,69320,69440,2097
2026/6/16,18:00,69450,69510,69250,69340,869
2026/6/16,19:00,69330,69370,69260,69340,351
2026/6/16,20:00,69350,69440,69290,69400,549
2026/6/16,21:00,69410,69440,69300,69440,622
2026/6/16,22:00,69440,69480,69190,69200,1069
2026/6/16,23:00,69200,69430,69160,69360,1322
2026/6/16,0:00,69360,69700,69250,69670,1270
2026/6/16,1:00,69680,69760,69640,69750,417
2026/6/16,2:00,69750,69800,69700,69780,588
2026/6/16,3:00,69780,69910,69720,69830,961
2026/6/16,4:00,69830,69840,69720,69810,692
2026/6/16,5:00,69810,69820,69720,69780,95
2026/6/16,6:00,69750,69750,69750,69750,20
2026/6/16,8:45,69510,69760,69510,69560,1034
2026/6/16,9:00,69560,69740,69240,69350,3760
2026/6/16,10:00,69350,69480,69270,69330,1818
2026/6/16,11:00,69340,69450,69240,69350,1094
2026/6/16,12:00,69360,70140,69280,69810,3587
2026/6/16,13:00,69810,69930,69600,69620,2006
2026/6/16,14:00,69630,69870,69440,69480,2550
2026/6/16,15:00,69480,69610,69370,69370,5202
2026/6/17,17:00,69750,69860,69630,69810,1304
2026/6/17,18:00,69810,69860,69570,69590,420
2026/6/17,19:00,69610,69830,69610,69800,417
2026/6/17,20:00,69800,69880,69730,69850,623
2026/6/17,21:00,69840,69930,69750,69780,594
2026/6/17,22:00,69770,70070,69670,69930,1686
2026/6/17,23:00,69930,70100,69510,69560,1945
2026/6/17,0:00,69570,69710,69270,69430,1647
2026/6/17,1:00,69440,69600,69420,69460,611
2026/6/17,2:00,69460,69510,69310,69490,464
2026/6/17,3:00,69490,69510,69350,69360,209
2026/6/17,4:00,69360,69410,69170,69190,781
2026/6/17,5:00,69180,69190,69120,69130,232
2026/6/17,6:00,69110,69110,69110,69110,15
2026/6/17,8:45,69010,69190,68870,68890,1080
2026/6/17,9:00,68900,69780,68880,69720,4817
2026/6/17,10:00,69730,70050,69600,69990,1792
2026/6/17,11:00,69980,70050,69870,69980,911
2026/6/17,12:00,69970,70260,69850,70250,1476
2026/6/17,13:00,70260,70260,69760,69980,1766
2026/6/17,14:00,69980,70160,69970,70080,1628
2026/6/17,15:00,70080,70150,69910,70050,2488
2026/6/18,17:00,70080,70120,69790,69950,1143
2026/6/18,18:00,69950,70010,69880,69950,410
2026/6/18,19:00,69950,70120,69860,70030,420
2026/6/18,20:00,70040,70120,70010,70070,402
2026/6/18,21:00,70070,70370,70070,70320,702
2026/6/18,22:00,70310,70490,70190,70190,897
2026/6/18,23:00,70180,70690,70150,70480,2304
2026/6/18,0:00,70480,70760,70430,70750,757
2026/6/18,1:00,70760,70850,70730,70780,360
2026/6/18,2:00,70780,70900,70660,70900,346
2026/6/18,3:00,70900,71000,70100,70650,2738
2026/6/18,4:00,70660,70820,69830,69910,2742
2026/6/18,5:00,69930,70090,69800,69940,696
2026/6/18,6:00,69980,69980,69980,69980,24
2026/6/18,8:45,70590,70650,70330,70640,1209
2026/6/18,9:00,70650,71530,70440,71100,6592
2026/6/18,10:00,71090,71520,71060,71250,2825
2026/6/18,11:00,71250,71370,70950,70990,2106
2026/6/18,12:00,70990,71370,70870,71360,2269
2026/6/18,13:00,71360,71490,71180,71260,3313
2026/6/18,14:00,71250,71450,71210,71300,2246
2026/6/18,15:00,71300,71410,71140,71240,4987
2026/6/19,17:00,71560,71730,71310,71310,2370
2026/6/19,18:00,71320,71640,71270,71640,1250
2026/6/19,19:00,71650,71670,71380,71460,1397
2026/6/19,20:00,71460,71480,71190,71360,880
2026/6/19,21:00,71360,71700,71320,71640,922
2026/6/19,22:00,71640,71840,71520,71760,1935
2026/6/19,23:00,71750,71940,71700,71810,1332
2026/6/19,0:00,71810,71930,71620,71880,1061
2026/6/19,1:00,71890,72160,71880,72050,817
2026/6/19,2:00,72060,72200,72010,72150,472
2026/6/19,3:00,72160,72220,72100,72210,276
2026/6/19,4:00,72200,72210,71980,72090,578
2026/6/19,5:00,72050,72110,71910,71940,277
2026/6/19,6:00,72000,72000,72000,72000,11
2026/6/19,8:45,71800,72330,71800,72250,1213
2026/6/19,9:00,72240,72240,71420,71760,4365
2026/6/19,10:00,71760,71910,71440,71450,2145
2026/6/19,11:00,71470,71740,71390,71580,1028
2026/6/19,12:00,71580,71630,71150,71280,2691
2026/6/19,13:00,71290,71390,70810,70940,3041
2026/6/19,14:00,70950,71150,70900,71150,2111
2026/6/19,15:00,71140,71620,71110,71620,5172
2026/6/22,17:00,71800,71970,71750,71890,1612
2026/6/22,18:00,71910,72010,71840,71960,471
2026/6/22,19:00,71960,72000,71710,71750,933
2026/6/22,20:00,71740,71860,71630,71810,694
2026/6/22,21:00,71820,72180,71710,72160,855
2026/6/22,22:00,72150,72210,72040,72100,941
2026/6/22,23:00,72090,72180,72020,72130,437
2026/6/22,0:00,72120,72160,72010,72070,389
2026/6/22,1:00,72060,72120,71980,71990,116
2026/6/22,2:00,72000,72040,71980,72000,73
2026/6/22,3:00,72010,72010,71970,71990,35
2026/6/22,4:00,71980,71980,71900,71920,47
2026/6/22,5:00,71920,71970,71870,71870,40
2026/6/22,6:00,71850,71850,71850,71850,27
2026/6/22,8:45,71590,71700,71320,71380,1168
2026/6/22,9:00,71390,72630,71350,72550,5896
2026/6/22,10:00,72560,72980,72530,72910,3208
2026/6/22,11:00,72910,73020,72770,72780,1762
2026/6/22,12:00,72770,73090,72700,72890,1251
2026/6/22,13:00,72890,72910,72560,72810,1654
2026/6/22,14:00,72810,72860,72570,72600,1483
2026/6/22,15:00,72600,72860,72550,72860,3601
2026/6/23,17:00,72840,72980,72620,72980,963
2026/6/23,18:00,72970,73280,72960,73140,1106
2026/6/23,19:00,73150,73400,73130,73250,694
2026/6/23,20:00,73260,73540,73260,73360,764
2026/6/23,21:00,73370,73520,73330,73330,569
2026/6/23,22:00,73340,73660,73340,73610,1155
2026/6/23,23:00,73610,73760,73110,73250,2446
2026/6/23,0:00,73270,73330,73030,73040,1576
2026/6/23,1:00,73050,73220,72940,73170,437
2026/6/23,2:00,73160,73160,72980,73100,291
2026/6/23,3:00,73090,73170,72980,72980,163
2026/6/23,4:00,73010,73170,72960,73130,261
2026/6/23,5:00,73140,73180,73120,73140,67
2026/6/23,6:00,73090,73090,73090,73090,13
2026/6/23,8:45,72990,73070,72710,72790,1035
2026/6/23,9:00,72790,72850,71940,72260,5856
2026/6/23,10:00,72270,72490,71700,71710,4406
2026/6/23,11:00,71730,71900,71570,71680,3015
2026/6/23,12:00,71690,71700,71220,71620,2725
2026/6/23,13:00,71630,71720,71010,71060,3518
2026/6/23,14:00,71080,71230,70240,70340,7364
2026/6/23,15:00,70350,70490,69770,69770,10637
2026/6/24,17:00,69550,69570,68930,69170,4664
2026/6/24,18:00,69180,69670,69170,69490,1863
2026/6/24,19:00,69510,69600,69090,69210,2135
2026/6/24,20:00,69200,69400,69090,69370,1312
2026/6/24,21:00,69360,69410,68860,68990,1796
2026/6/24,22:00,68980,69140,68400,69140,4178
2026/6/24,23:00,69140,69620,69070,69200,2780
2026/6/24,0:00,69200,69340,68980,69310,1048
2026/6/24,1:00,69310,69490,69290,69400,628
2026/6/24,2:00,69380,69540,69190,69190,489
2026/6/24,3:00,69190,69320,69000,69140,439
2026/6/24,4:00,69140,69400,69120,69150,561
2026/6/24,5:00,69150,69290,69120,69250,197
2026/6/24,6:00,69290,69290,69290,69290,19
2026/6/24,8:45,69410,69800,69330,69690,2247
2026/6/24,9:00,69690,70320,69390,69660,8925
2026/6/24,10:00,69670,69820,69240,69720,4356
2026/6/24,11:00,69710,69920,69070,69070,3132
2026/6/24,12:00,69070,69510,69020,69230,3264
2026/6/24,13:00,69240,69270,68580,69210,5630
2026/6/24,14:00,69220,69800,69220,69460,3508
2026/6/24,15:00,69470,69560,69230,69560,4780
2026/6/25,17:00,69330,69630,69210,69540,1391
2026/6/25,18:00,69550,69590,69290,69430,719
2026/6/25,19:00,69410,69760,69330,69540,573
2026/6/25,20:00,69510,69810,69390,69760,671
2026/6/25,21:00,69770,69830,69490,69510,739
2026/6/25,22:00,69520,69640,69050,69470,2384
2026/6/25,23:00,69490,69800,69160,69760,1262
2026/6/25,0:00,69770,69790,69520,69630,680
2026/6/25,1:00,69630,69730,69400,69420,481
2026/6/25,2:00,69400,69510,68930,69090,1047
2026/6/25,3:00,69080,69410,69070,69120,404
2026/6/25,4:00,69130,69490,68960,69460,436
2026/6/25,5:00,69480,71120,69440,71090,1685
2026/6/25,6:00,71060,71060,71060,71060,32
2026/6/25,8:45,71400,71480,71080,71440,1739
2026/6/25,9:00,71460,71490,70780,71170,6302
2026/6/25,10:00,71180,71880,71100,71850,4012
2026/6/25,11:00,71850,72030,71600,71980,2723
2026/6/25,12:00,71980,72190,71920,72130,1790
2026/6/25,13:00,72150,72230,71900,72180,1969
2026/6/25,14:00,72190,72540,72180,72480,2884
2026/6/25,15:00,72490,72700,72400,72570,8192
2026/6/26,17:00,72600,72650,72310,72350,1480
2026/6/26,18:00,72360,72590,72360,72470,763
2026/6/26,19:00,72460,72550,72440,72500,222
2026/6/26,20:00,72510,72580,72310,72370,453
2026/6/26,21:00,72380,72720,72340,72630,1057
2026/6/26,22:00,72630,72650,70810,70840,3130
2026/6/26,23:00,70840,71730,70840,71480,3778
2026/6/26,0:00,71500,71620,70970,71340,1779
2026/6/26,1:00,71360,71800,71170,71280,1066
2026/6/26,2:00,71300,71530,71290,71380,1231
2026/6/26,3:00,71400,71540,71130,71260,839
2026/6/26,4:00,71260,71280,71000,71280,784
2026/6/26,5:00,71280,71510,71280,71320,540
2026/6/26,6:00,71250,71250,71250,71250,16
2026/6/26,8:45,71330,71400,70810,71010,1401
2026/6/26,9:00,71010,71430,70180,70350,7375
2026/6/26,10:00,70360,70710,69890,70030,4015
2026/6/26,11:00,70040,70100,69260,69390,3487
2026/6/26,12:00,69400,69420,68760,69320,5978
2026/6/26,13:00,69340,69620,68830,69010,4734
2026/6/26,14:00,69020,69480,68930,69220,3503
2026/6/26,15:00,69220,69620,69130,69610,6265
2026/6/29,17:00,69900,70110,69150,69200,2722
2026/6/29,18:00,69190,69490,69140,69360,1091
2026/6/29,19:00,69380,69400,69150,69290,553
2026/6/29,20:00,69280,69400,69090,69190,598
2026/6/29,21:00,69190,69530,69110,69220,636
2026/6/29,22:00,69230,69520,68920,69520,2455
2026/6/29,23:00,69530,70030,69490,69740,2904
2026/6/29,0:00,69760,70190,69510,69970,1926
2026/6/29,1:00,69960,70010,69680,69960,850
2026/6/29,2:00,69940,70110,69810,69810,369
2026/6/29,3:00,69820,69860,69550,69590,365
2026/6/29,4:00,69600,69840,69540,69670,615
2026/6/29,5:00,69690,69750,69480,69640,563
2026/6/29,6:00,69610,69610,69610,69610,20
2026/6/29,8:45,70140,70170,69810,69830,1280
2026/6/29,9:00,69830,69850,68170,69110,8227
2026/6/29,10:00,69120,69340,68630,69150,4087
2026/6/29,11:00,69140,69230,68640,69130,1955
2026/6/29,12:00,69150,69310,68790,69250,1676
2026/6/29,13:00,69240,69240,68710,68740,1733
2026/6/29,14:00,68750,69500,68630,69490,3093
2026/6/29,15:00,69480,69780,69320,69780,4601
2026/6/30,17:00,69870,70030,69800,69880,1440
2026/6/30,18:00,69870,69990,69840,69920,328
2026/6/30,19:00,69940,70120,69930,70100,422
2026/6/30,20:00,70090,70170,69960,69970,422
2026/6/30,21:00,69960,70030,69730,69930,452
2026/6/30,22:00,69940,70020,69450,69530,1211
2026/6/30,23:00,69550,69800,68800,69800,2650
2026/6/30,0:00,69810,70230,69720,70230,1003
2026/6/30,1:00,70230,70520,70230,70510,819
2026/6/30,2:00,70530,70710,70530,70610,753
2026/6/30,3:00,70630,70800,70620,70730,362
2026/6/30,4:00,70720,70850,70650,70840,358
2026/6/30,5:00,70840,70840,70700,70700,169
2026/6/30,6:00,70650,70650,70650,70650,21
2026/6/30,8:45,70680,70820,70450,70740,914
2026/6/30,9:00,70740,70750,69480,69910,5420
2026/6/30,10:00,69910,70420,69650,70130,3500
2026/6/30,11:00,70140,70310,69920,70170,1180
2026/6/30,12:00,70160,70630,70120,70400,1948
2026/6/30,13:00,70410,70810,70400,70690,1980
2026/6/30,14:00,70690,70810,70510,70540,2756
2026/6/30,15:00,70540,70560,70140,70140,4287
2026/7/1,17:00,70300,70390,69810,70050,1081
2026/7/1,18:00,70040,70090,69890,69970,332
2026/7/1,19:00,69980,70220,69950,70210,222
2026/7/1,20:00,70210,70350,70180,70310,296
2026/7/1,21:00,70320,70320,70050,70190,597
2026/7/1,22:00,70190,70920,70180,70910,1289
2026/7/1,23:00,70910,71110,70790,71040,1409
2026/7/1,0:00,71040,71250,71040,71170,892
2026/7/1,1:00,71170,71310,71170,71270,390
2026/7/1,2:00,71280,71370,71260,71330,328
2026/7/1,3:00,71330,71380,71280,71340,221
2026/7/1,4:00,71350,71390,71220,71240,261
2026/7/1,5:00,71230,71260,71010,71010,211
2026/7/1,6:00,70990,70990,70990,70990,19
2026/7/1,8:45,70920,71310,70920,71310,1054
2026/7/1,9:00,71300,72110,71270,71680,5778
2026/7/1,10:00,71680,71830,70510,70600,4717
2026/7/1,11:00,70600,70640,70280,70510,2355
2026/7/1,12:00,70510,70840,70320,70780,1924
2026/7/1,13:00,70770,70900,70520,70740,1638
2026/7/1,14:00,70760,70910,70650,70780,2000
2026/7/1,15:00,70790,70830,70490,70640,4437
2026/7/2,17:00,70710,70810,70530,70810,925
2026/7/2,18:00,70810,70860,70690,70850,552
2026/7/2,19:00,70850,71000,70740,70980,465
2026/7/2,20:00,71000,71090,70880,70890,616
2026/7/2,21:00,70910,71000,70550,70610,1189
2026/7/2,22:00,70610,70660,70080,70400,2126
2026/7/2,23:00,70410,70500,69820,69890,2457
2026/7/2,0:00,69900,70350,69850,70090,1519
2026/7/2,1:00,70080,70150,69710,69740,1066
2026/7/2,2:00,69740,69940,69670,69780,896
2026/7/2,3:00,69780,69890,69550,69660,861
2026/7/2,4:00,69660,69970,69650,69680,577
2026/7/2,5:00,69670,69670,69530,69620,264
2026/7/2,6:00,69610,69610,69610,69610,21
2026/7/2,8:45,69570,69610,69180,69260,1579
2026/7/2,9:00,69240,69530,68840,69170,6872
2026/7/2,10:00,69180,70020,69100,70000,3726
2026/7/2,11:00,70000,70040,69760,69860,1491
2026/7/2,12:00,69870,69870,69450,69560,2508
2026/7/2,13:00,69570,69690,69220,69450,2705
2026/7/2,14:00,69450,69740,69270,69270,2910
2026/7/2,15:00,69270,69290,68830,68860,5384
2026/7/3,17:00,68600,69100,68480,69000,1518
2026/7/3,18:00,68990,69050,68860,68940,589
2026/7/3,19:00,68940,69090,68770,69070,517
2026/7/3,20:00,69070,69210,68950,69100,402
2026/7/3,21:00,69100,69730,68500,69470,1563
2026/7/3,22:00,69480,69900,69290,69830,1578
2026/7/3,23:00,69790,69800,68670,68920,2498
2026/7/3,0:00,68930,68990,68320,68390,2094
2026/7/3,1:00,68400,68430,67910,67960,1063
2026/7/3,2:00,67960,68010,67640,67660,834
2026/7/3,3:00,67670,68080,67630,68000,731
2026/7/3,4:00,68000,68340,67700,68330,618
2026/7/3,5:00,68320,68340,68210,68320,157
2026/7/3,6:00,68290,68290,68290,68290,14
2026/7/3,8:45,68540,68770,68340,68540,1601
2026/7/3,9:00,68520,68650,67760,68280,6843
2026/7/3,10:00,68260,69230,68250,69200,4623
2026/7/3,11:00,69210,69530,69160,69490,2031
2026/7/3,12:00,69490,69670,68990,69450,2593
2026/7/3,13:00,69440,69830,69430,69690,1997
2026/7/3,14:00,69680,69790,69520,69770,2061
2026/7/3,15:00,69760,70040,69710,70040,4477
2026/7/6,17:00,69820,69860,69590,69610,1166
2026/7/6,18:00,69610,69750,69550,69660,382
2026/7/6,19:00,69670,69830,69630,69780,220
2026/7/6,20:00,69780,69790,69700,69790,157
2026/7/6,21:00,69800,69880,69690,69720,167
2026/7/6,22:00,69730,69800,69690,69770,225
2026/7/6,23:00,69780,69930,69740,69900,287
2026/7/6,0:00,69900,69970,69800,69800,295
2026/7/6,1:00,69790,69870,69780,69840,112
2026/7/6,2:00,69830,69830,69740,69740,54
2026/7/6,3:00,69730,69740,69730,69740,9
2026/7/6,4:00,69730,69760,69670,69670,33
2026/7/6,5:00,69680,69720,69640,69710,56
2026/7/6,6:00,69680,69680,69680,69680,19
2026/7/6,8:45,69960,70370,69880,70160,1452
2026/7/6,9:00,70170,70520,69420,69870,6626
2026/7/6,10:00,69870,69890,69270,69390,3529
2026/7/6,11:00,69390,69480,68970,69110,2619
2026/7/6,12:00,69110,69370,69060,69350,2244
2026/7/6,13:00,69340,69700,69160,69670,2500
2026/7/6,14:00,69680,69780,69370,69730,2587
2026/7/6,15:00,69730,70010,69640,70010,2870
2026/7/7,17:00,70100,70400,69990,70110,2299
2026/7/7,18:00,70100,70120,69920,70000,755
2026/7/7,19:00,70010,70070,69920,69990,311
2026/7/7,20:00,69990,70120,69880,70020,311
2026/7/7,21:00,70010,70160,69980,70080,498
2026/7/7,22:00,70090,70390,69910,70240,1339
2026/7/7,23:00,70250,70490,70180,70320,1019
2026/7/7,0:00,70320,70420,70140,70360,531
2026/7/7,1:00,70380,70460,70290,70290,279
2026/7/7,2:00,70300,70390,70100,70140,350
2026/7/7,3:00,70180,70350,70160,70290,172
2026/7/7,4:00,70330,70410,70260,70280,170
2026/7/7,5:00,70280,70330,70250,70310,71
2026/7/7,6:00,70300,70300,70300,70300,21
2026/7/7,8:45,70160,70210,69620,69670,1311
2026/7/7,9:00,69660,70100,69300,69320,5211
2026/7/7,10:00,69350,69450,68810,68960,4018
2026/7/7,11:00,68980,69230,68890,68920,1415
2026/7/7,12:00,68930,69100,68560,68680,3386
2026/7/7,13:00,68680,68840,68450,68520,2988
2026/7/7,14:00,68520,68820,68140,68710,4599
2026/7/7,15:00,68710,68790,68360,68420,5352
2026/7/8,17:00,68470,68670,68330,68340,2019
2026/7/8,18:00,68350,68550,68290,68520,714
2026/7/8,19:00,68510,68610,68310,68400,1174
2026/7/8,20:00,68450,68450,68210,68370,608
2026/7/8,21:00,68380,68620,68330,68380,777
2026/7/8,22:00,68390,68510,68020,68160,1850
2026/7/8,23:00,68160,68340,67530,67650,2713
2026/7/8,0:00,67650,67790,67420,67740,1028
2026/7/8,1:00,67740,68070,67730,68030,1085
2026/7/8,2:00,68020,68200,67960,68200,313
2026/7/8,3:00,68210,68220,67730,67750,760
2026/7/8,4:00,67750,67790,67470,67780,428
2026/7/8,5:00,67790,67810,67590,67610,177
2026/7/8,6:00,67570,67570,67570,67570,25
2026/7/8,8:45,67570,67760,67290,67330,1480
2026/7/8,9:00,67330,68570,67080,68440,8699
2026/7/8,10:00,68460,68530,67800,67940,3622
2026/7/8,11:00,67940,68110,67640,68060,2931
2026/7/8,12:00,68070,68480,68050,68070,2156
2026/7/8,13:00,68070,68090,67530,67780,2934
2026/7/8,14:00,67790,68010,67270,67470,5176
2026/7/8,15:00,67480,67480,66810,66810,9062
2026/7/9,17:00,67160,67220,65700,65720,5659
2026/7/9,18:00,65730,65980,65430,65810,3232
2026/7/9,19:00,65810,66270,65700,66160,1948
2026/7/9,20:00,66130,66650,66050,66450,1715
2026/7/9,21:00,66460,66800,66320,66580,1183
2026/7/9,22:00,66590,67280,66570,67240,1973
2026/7/9,23:00,67220,67400,66860,67100,2819
2026/7/9,0:00,67120,67120,66630,66920,1114
2026/7/9,1:00,66930,67570,66930,67570,1659
2026/7/9,2:00,67550,67740,67480,67520,608
2026/7/9,3:00,67520,67700,67500,67600,441
2026/7/9,4:00,67650,67860,67590,67790,553
2026/7/9,5:00,67790,67800,67600,67700,720
2026/7/9,6:00,67700,67700,67700,67700,27
2026/7/9,8:45,67860,68000,67620,67710,1314
2026/7/9,9:00,67710,68450,67700,68120,7020
2026/7/9,10:00,68130,68540,67930,67960,3487
2026/7/9,11:00,67960,68600,67840,67920,3519
2026/7/9,12:00,67930,68250,67650,68120,2646
2026/7/9,13:00,68130,68210,67780,67990,2593
2026/7/9,14:00,67990,68240,67610,68230,4658
2026/7/9,15:00,68240,68290,67820,67920,8243
2026/7/10,17:00,67990,68200,67810,67890,1720
2026/7/10,18:00,67900,67930,67620,67760,627
2026/7/10,19:00,67770,67840,67480,67630,500
2026/7/10,20:00,67660,68070,67610,68010,725
2026/7/10,21:00,68020,68340,67970,68270,815
2026/7/10,22:00,68270,68950,68260,68900,2113
2026/7/10,23:00,68910,68940,68440,68780,2081
2026/7/10,0:00,68760,68980,68750,68910,672
2026/7/10,1:00,68890,69000,68850,68930,252
2026/7/10,2:00,68930,69040,68920,69000,422
2026/7/10,3:00,69000,69090,68930,68990,278
2026/7/10,4:00,69000,69040,68910,69020,688
2026/7/10,5:00,69030,69080,69000,69030,172
2026/7/10,6:00,69060,69060,69060,69060,19
2026/7/10,8:45,69010,69310,68910,69200,1874
2026/7/10,9:00,69200,69330,68620,69260,7089
2026/7/10,10:00,69270,69510,68920,69370,3836
2026/7/10,11:00,69370,69390,68880,69290,2112
2026/7/10,12:00,69290,69340,69000,69100,1345
2026/7/10,13:00,69120,69190,68820,68880,1851
2026/7/10,14:00,68890,69000,68760,68800,3495
2026/7/10,15:00,68800,68920,68580,68810,4741
2026/7/13,17:00,68740,68850,68490,68740,1699
2026/7/13,18:00,68740,68890,68660,68840,741
2026/7/13,19:00,68840,69030,68840,68980,566
2026/7/13,20:00,69000,69080,68860,68900,383
2026/7/13,21:00,68920,69110,68730,68780,1138
2026/7/13,22:00,68750,68900,68460,68760,1395
2026/7/13,23:00,68770,69090,68220,68850,2237
2026/7/13,0:00,68860,69160,68750,68990,985
2026/7/13,1:00,69000,69240,69000,69190,339
2026/7/13,2:00,69200,69360,69160,69320,137
2026/7/13,3:00,69270,69360,69190,69220,573
2026/7/13,4:00,69240,69310,69230,69260,310
2026/7/13,5:00,69270,69340,69270,69330,45
2026/7/13,6:00,69360,69360,69360,69360,23
2026/7/13,8:45,68990,68990,68490,68540,1083
2026/7/13,9:00,68530,69200,68050,68180,6340
2026/7/13,10:00,68190,68340,67370,67540,4166
2026/7/13,11:00,67550,67960,67360,67680,2414
2026/7/13,12:00,67670,67690,67230,67250,2079
2026/7/13,13:00,67260,67270,66990,67060,2682
2026/7/13,14:00,67060,67420,66760,67410,5450
2026/7/13,15:00,67410,67460,67140,67260,5654
2026/7/14,17:00,67400,67760,67400,67740,1490
2026/7/14,18:00,67730,67850,67630,67840,998
2026/7/14,19:00,67840,67860,67620,67750,661
2026/7/14,20:00,67760,67840,67630,67670,530
2026/7/14,21:00,67670,67820,67580,67810,548
2026/7/14,22:00,67800,67920,67550,67810,1117
2026/7/14,23:00,67810,68020,67340,68000,1869
2026/7/14,0:00,68010,68050,67780,67790,1076
2026/7/14,1:00,67810,67860,67430,67570,778
2026/7/14,2:00,67570,67690,67440,67450,246
2026/7/14,3:00,67420,67560,67330,67410,278
2026/7/14,4:00,67410,67460,67180,67400,465
2026/7/14,5:00,67340,67340,67070,67090,286
2026/7/14,6:00,67070,67070,67070,67070,15
2026/7/14,8:45,66810,66940,66480,66910,1717
2026/7/14,9:00,66890,67510,66360,67450,8954
2026/7/14,10:00,67460,67630,67040,67090,3647
2026/7/14,11:00,67100,67220,66650,66950,2764
2026/7/14,12:00,66960,67220,66530,67150,3888
2026/7/14,13:00,67160,67560,66870,67530,2635
2026/7/14,14:00,67520,67910,67440,67730,3704
2026/7/14,15:00,67730,67890,67690,67800,3715
2026/7/15,17:00,67640,67900,67590,67700,1041
2026/7/15,18:00,67690,67880,67640,67800,529
2026/7/15,19:00,67810,67940,67760,67840,480
2026/7/15,20:00,67840,68160,67710,68110,1032
2026/7/15,21:00,68110,68750,67930,68420,1945
2026/7/15,22:00,68400,68680,68370,68570,1392
2026/7/15,23:00,68580,68630,68080,68420,2919
2026/7/15,0:00,68430,68600,68170,68180,1422
2026/7/15,1:00,68230,68260,68120,68220,304
2026/7/15,2:00,68240,68290,68160,68180,132
2026/7/15,3:00,68150,68230,68090,68140,239
2026/7/15,4:00,68150,68240,68060,68180,547
2026/7/15,5:00,68200,68210,68140,68200,38
2026/7/15,6:00,68250,68250,68250,68250,9
2026/7/15,8:45,68390,68550,68350,68370,757
2026/7/15,9:00,68370,68880,68150,68340,4185
2026/7/15,10:00,68350,68430,67930,68430,2088
2026/7/15,11:00,68430,68570,68370,68480,936
2026/7/15,12:00,68490,68720,68480,68690,1346
2026/7/15,13:00,68720,68770,68560,68690,1265
2026/7/15,14:00,68710,68910,68490,68810,4135
2026/7/15,15:00,68820,68890,68700,68860,3400
2026/7/16,17:00,68760,68770,68310,68530,1147
2026/7/16,18:00,68550,68640,68410,68420,431
