日付,時間,始値,高値,安値,終値,出来高
2026/5/7,2:00,61700,61840,61690,61830,85
2026/5/7,3:00,61840,61990,61840,61970,163
2026/5/7,4:00,61970,62140,61970,62090,208
2026/5/7,5:00,62100,62350,62090,62210,703
2026/5/7,6:00,62190,62190,62190,62190,27
2026/5/7,8:45,61910,62070,61740,61900,1359
2026/5/7,9:00,61910,62250,61870,62240,6304
2026/5/7,10:00,62240,62890,62120,62840,5336
2026/5/7,11:00,62830,63010,62790,62860,3234
2026/5/7,12:00,62850,63030,62800,62930,1974
2026/5/7,13:00,62930,63190,62880,63160,3378
2026/5/7,14:00,63160,63270,63090,63100,3629
2026/5/7,15:00,63090,63170,62980,63130,7936
2026/5/8,17:00,63330,63390,62960,63060,2416
2026/5/8,18:00,63040,63150,62950,62970,829
2026/5/8,19:00,62970,63020,62880,62890,547
2026/5/8,20:00,62900,62910,62710,62770,1235
2026/5/8,21:00,62770,62970,62770,62880,765
2026/5/8,22:00,62870,62870,62480,62550,1065
2026/5/8,23:00,62560,62740,62530,62710,831
2026/5/8,0:00,62700,62700,62430,62460,1034
2026/5/8,1:00,62430,62480,62280,62340,750
2026/5/8,2:00,62360,62390,62070,62350,1066
2026/5/8,3:00,62360,62390,62110,62320,537
2026/5/8,4:00,62320,62370,62160,62220,797
2026/5/8,5:00,62220,62470,62080,62140,1235
2026/5/8,6:00,62140,62140,62140,62140,15
2026/5/8,8:45,62190,62480,62020,62470,2930
2026/5/8,9:00,62470,62860,62360,62650,5352
2026/5/8,10:00,62660,62790,62410,62440,2286
2026/5/8,11:00,62450,62460,62130,62290,3250
2026/5/8,12:00,62300,62530,62280,62500,1540
2026/5/8,13:00,62500,62600,62400,62530,1822
2026/5/8,14:00,62540,62750,62540,62700,1893
2026/5/8,15:00,62690,62840,62610,62840,5395
2026/5/11,17:00,62880,63010,62810,62910,922
2026/5/11,18:00,62930,63080,62740,62820,727
2026/5/11,19:00,62810,62880,62670,62790,560
2026/5/11,20:00,62800,62940,62790,62910,411
2026/5/11,21:00,62910,63110,62880,63000,497
2026/5/11,22:00,62980,63450,62940,63420,905
2026/5/11,23:00,63420,63440,63140,63200,657
2026/5/11,0:00,63200,63310,63130,63270,588
2026/5/11,1:00,63300,63430,63290,63380,424
2026/5/11,2:00,63370,63630,63370,63610,453
2026/5/11,3:00,63580,63700,63500,63550,167
2026/5/11,4:00,63550,63670,63550,63670,196
2026/5/11,5:00,63680,63720,63630,63700,107
2026/5/11,6:00,63760,63760,63760,63760,48
2026/5/11,8:45,63800,63810,63460,63480,1686
2026/5/11,9:00,63500,63530,63050,63060,3855
2026/5/11,10:00,63070,63170,62550,62580,4042
2026/5/11,11:00,62590,62650,62500,62530,1965
2026/5/11,12:00,62520,62720,62450,62690,2197
2026/5/11,13:00,62670,62810,62600,62640,1805
2026/5/11,14:00,62650,62660,62500,62510,2067
2026/5/11,15:00,62520,62550,62360,62400,4275
2026/5/12,17:00,62660,62670,62480,62520,623
2026/5/12,18:00,62510,62740,62500,62630,440
2026/5/12,19:00,62620,62670,62520,62570,439
2026/5/12,20:00,62570,62720,62550,62610,284
2026/5/12,21:00,62620,62690,62530,62660,389
2026/5/12,22:00,62670,62870,62670,62780,567
2026/5/12,23:00,62780,62820,62550,62790,586
2026/5/12,0:00,62780,62930,62720,62870,398
2026/5/12,1:00,62860,62910,62700,62800,226
2026/5/12,2:00,62800,62920,62800,62900,101
2026/5/12,3:00,62910,62950,62840,62840,166
2026/5/12,4:00,62830,62940,62790,62940,202
2026/5/12,5:00,62950,62950,62780,62910,241
2026/5/12,6:00,62890,62890,62890,62890,25
2026/5/12,8:45,62890,62920,62720,62920,771
2026/5/12,9:00,62920,63260,62800,63210,3612
2026/5/12,10:00,63200,63240,62200,62480,5420
2026/5/12,11:00,62470,62930,62430,62910,1560
2026/5/12,12:00,62920,62970,62730,62770,1570
2026/5/12,13:00,62760,62920,62630,62630,2170
2026/5/12,14:00,62620,62830,62620,62770,2006
2026/5/12,15:00,62770,62890,62630,62660,4572
2026/5/13,17:00,62620,62740,62460,62680,716
2026/5/13,18:00,62660,62720,62600,62620,462
2026/5/13,19:00,62630,62710,62500,62530,360
2026/5/13,20:00,62550,62600,62410,62450,868
2026/5/13,21:00,62460,62660,62340,62610,769
2026/5/13,22:00,62620,62640,62340,62350,555
2026/5/13,23:00,62380,62500,62050,62060,1784
2026/5/13,0:00,62060,62100,61850,61940,1001
2026/5/13,1:00,61920,62020,61800,61830,381
2026/5/13,2:00,61850,62080,61850,62050,227
2026/5/13,3:00,62060,62260,62030,62200,306
2026/5/13,4:00,62190,62520,62190,62500,367
2026/5/13,5:00,62500,62500,62410,62490,117
2026/5/13,6:00,62510,62510,62510,62510,20
2026/5/13,8:45,62410,62450,62270,62310,877
2026/5/13,9:00,62310,62780,62290,62490,3328
2026/5/13,10:00,62490,63160,62490,62980,3105
2026/5/13,11:00,62980,63000,62810,62910,1062
2026/5/13,12:00,62900,63250,62870,63170,1874
2026/5/13,13:00,63170,63350,63110,63300,1779
2026/5/13,14:00,63280,63400,63250,63300,2426
2026/5/13,15:00,63300,63440,63190,63310,3716
2026/5/14,17:00,63330,63340,63160,63170,817
2026/5/14,18:00,63180,63220,62970,63070,823
2026/5/14,19:00,63070,63100,62890,62950,840
2026/5/14,20:00,62950,63050,62900,63040,390
2026/5/14,21:00,63040,63070,62720,62790,1130
2026/5/14,22:00,62800,63110,62780,63090,949
2026/5/14,23:00,63110,63150,62940,63100,1467
2026/5/14,0:00,63090,63240,63070,63100,459
2026/5/14,1:00,63100,63310,63100,63260,299
2026/5/14,2:00,63260,63360,63260,63270,151
2026/5/14,3:00,63280,63410,63280,63350,180
2026/5/14,4:00,63350,63470,63350,63420,213
2026/5/14,5:00,63410,63500,63370,63500,79
2026/5/14,6:00,63490,63490,63490,63490,29
2026/5/14,8:45,63530,63740,63530,63690,1025
2026/5/14,9:00,63680,63860,63490,63770,3776
2026/5/14,10:00,63780,63850,63550,63560,1691
2026/5/14,11:00,63550,63650,63390,63430,1242
2026/5/14,12:00,63410,63490,63330,63370,1426
2026/5/14,13:00,63370,63480,63120,63130,2031
2026/5/14,14:00,63140,63160,62740,62910,3926
2026/5/14,15:00,62910,62950,62660,62720,3755
2026/5/15,17:00,62680,62860,62550,62820,1047
2026/5/15,18:00,62800,62840,62600,62740,624
2026/5/15,19:00,62730,62970,62730,62950,720
2026/5/15,20:00,62950,63040,62910,63000,403
2026/5/15,21:00,62990,63050,62880,62900,381
2026/5/15,22:00,62900,62920,62690,62720,968
2026/5/15,23:00,62710,63010,62690,62930,557
2026/5/15,0:00,62930,63020,62930,62970,343
2026/5/15,1:00,62970,63050,62880,62940,269
2026/5/15,2:00,62970,62980,62790,62940,147
2026/5/15,3:00,62920,62970,62820,62960,72
2026/5/15,4:00,62980,63100,62970,63050,234
2026/5/15,5:00,63050,63130,63020,63060,103
2026/5/15,6:00,63100,63100,63100,63100,23
2026/5/15,8:45,63090,63090,62860,62990,1021
2026/5/15,9:00,63000,63280,62430,62590,4835
2026/5/15,10:00,62570,62610,61930,61950,4397
2026/5/15,11:00,61960,62190,61800,62110,3189
2026/5/15,12:00,62110,62130,61870,61920,1921
2026/5/15,13:00,61930,61930,61630,61640,3110
2026/5/15,14:00,61640,61640,61000,61030,4625
2026/5/15,15:00,61030,62110,61000,62040,7430
2026/5/18,17:00,61990,61990,61430,61870,3666
2026/5/18,18:00,61880,61920,61610,61700,1434
2026/5/18,19:00,61720,62170,61670,62130,1361
2026/5/18,20:00,62160,62190,61760,61780,658
2026/5/18,21:00,61770,61850,61670,61830,537
2026/5/18,22:00,61820,61910,61600,61740,1114
2026/5/18,23:00,61750,62100,61690,61960,1106
2026/5/18,0:00,61970,62050,61740,61840,782
2026/5/18,1:00,61860,62000,61820,61930,250
2026/5/18,2:00,61920,62110,61920,62040,199
2026/5/18,3:00,62070,62090,61820,61950,143
2026/5/18,4:00,61940,61940,61770,61820,102
2026/5/18,5:00,61820,61820,61620,61700,140
2026/5/18,6:00,61800,61800,61800,61800,25
2026/5/18,8:45,61660,61790,61540,61720,1412
2026/5/18,9:00,61710,61820,60910,61180,6869
2026/5/18,10:00,61190,61240,60420,60760,5394
2026/5/18,11:00,60750,60960,60650,60760,1767
2026/5/18,12:00,60770,61010,60690,60970,1803
2026/5/18,13:00,60960,61160,60900,60970,2061
2026/5/18,14:00,60970,61190,60860,61000,2485
2026/5/18,15:00,60990,61000,60540,60660,6429
2026/5/19,17:00,60850,61250,60840,61210,1766
2026/5/19,18:00,61210,61250,61090,61160,542
2026/5/19,19:00,61170,61180,60890,61010,528
2026/5/19,20:00,61010,61520,60830,61270,1645
2026/5/19,21:00,61260,61840,61260,61780,1661
2026/5/19,22:00,61780,61820,61400,61660,1406
2026/5/19,23:00,61650,61650,61240,61400,933
2026/5/19,0:00,61440,61460,61130,61300,1099
2026/5/19,1:00,61280,61410,61040,61290,761
2026/5/19,2:00,61280,61340,61210,61290,172
2026/5/19,3:00,61250,61250,60880,60890,357
2026/5/19,4:00,60930,61550,60930,61540,847
2026/5/19,5:00,61540,61560,61450,61470,107
2026/5/19,6:00,61410,61410,61410,61410,23
2026/5/19,8:45,61600,61620,61280,61330,1281
2026/5/19,9:00,61340,61510,60890,60940,4540
2026/5/19,10:00,60940,61130,60680,60810,4128
2026/5/19,11:00,60800,60800,60460,60560,2537
2026/5/19,12:00,60550,60830,60470,60560,1932
2026/5/19,13:00,60570,60690,60310,60640,2679
2026/5/19,14:00,60650,60680,60410,60490,2185
2026/5/19,15:00,60500,60880,60420,60880,4797
2026/5/20,17:00,61050,61150,60710,60710,1214
2026/5/20,18:00,60700,60700,60230,60450,1260
2026/5/20,19:00,60430,60540,60280,60500,827
2026/5/20,20:00,60500,60540,60330,60330,416
2026/5/20,21:00,60320,60540,60280,60480,510
2026/5/20,22:00,60500,60570,60220,60480,1718
2026/5/20,23:00,60470,60520,59960,60300,1636
2026/5/20,0:00,60310,60430,60270,60380,858
2026/5/20,1:00,60410,60930,60410,60920,1655
2026/5/20,2:00,60920,61000,60840,60920,532
2026/5/20,3:00,60930,61000,60750,60760,468
2026/5/20,4:00,60780,60930,60600,60670,328
2026/5/20,5:00,60670,60670,60570,60570,53
2026/5/20,6:00,60570,60570,60570,60570,9
2026/5/20,8:45,60850,60850,60470,60520,1083
2026/5/20,9:00,60510,60510,59340,59870,7623
2026/5/20,10:00,59880,60080,59440,59840,3831
2026/5/20,11:00,59850,59940,59540,59570,2383
2026/5/20,12:00,59570,59780,59350,59730,3074
2026/5/20,13:00,59740,59880,59550,59570,1994
2026/5/20,14:00,59560,59830,59550,59820,1739
2026/5/20,15:00,59810,59970,59650,59700,5603
2026/5/21,17:00,59820,60280,59820,60240,1657
2026/5/21,18:00,60240,60340,60140,60290,449
2026/5/21,19:00,60290,60420,60290,60380,767
2026/5/21,20:00,60380,60430,60260,60300,998
2026/5/21,21:00,60280,60500,60270,60400,485
2026/5/21,22:00,60400,60620,60330,60490,719
2026/5/21,23:00,60500,61070,60370,60990,2603
2026/5/21,0:00,60990,61430,60980,61190,2334
2026/5/21,1:00,61190,61280,61040,61220,583
2026/5/21,2:00,61220,61400,61160,61350,758
2026/5/21,3:00,61360,61450,61310,61390,534
2026/5/21,4:00,61390,61540,61390,61520,591
2026/5/21,5:00,61510,61560,61300,61300,300
2026/5/21,6:00,61220,61220,61220,61220,19
2026/5/21,8:45,61190,61430,61130,61360,1756
2026/5/21,9:00,61370,61810,61270,61700,7226
2026/5/21,10:00,61700,61990,61700,61900,4431
2026/5/21,11:00,61910,62000,61830,61840,1457
2026/5/21,12:00,61830,62030,61820,61950,2168
2026/5/21,13:00,61940,62060,61910,61920,1850
2026/5/21,14:00,61910,62080,61650,61800,3171
2026/5/21,15:00,61790,61840,61540,61540,5260
2026/5/22,17:00,61510,61890,61440,61540,2222
2026/5/22,18:00,61530,61670,61490,61530,405
2026/5/22,19:00,61550,61610,61020,61170,1807
2026/5/22,20:00,61150,61330,61110,61200,720
2026/5/22,21:00,61210,61320,61140,61180,570
2026/5/22,22:00,61160,61700,61160,61640,1277
2026/5/22,23:00,61640,61680,61390,61530,980
2026/5/22,0:00,61530,61660,61360,61610,612
2026/5/22,1:00,61610,61720,61590,61660,302
2026/5/22,2:00,61670,62370,61670,62250,1117
2026/5/22,3:00,62260,62310,61980,62050,835
2026/5/22,4:00,62050,62210,62050,62180,440
2026/5/22,5:00,62180,62230,62130,62140,118
2026/5/22,6:00,62110,62110,62110,62110,27
2026/5/22,8:45,62080,62420,62080,62420,1372
2026/5/22,9:00,62420,62960,62340,62910,5543
2026/5/22,10:00,62900,63050,62810,63000,2267
2026/5/22,11:00,63000,63190,62980,63100,1965
2026/5/22,12:00,63100,63420,63070,63400,1931
2026/5/22,13:00,63400,63460,63270,63390,2001
2026/5/22,14:00,63390,63460,63230,63240,2437
2026/5/22,15:00,63230,63500,63180,63340,5290
2026/5/25,17:00,63310,63400,63090,63140,1746
2026/5/25,18:00,63130,63140,63020,63040,427
2026/5/25,19:00,63030,63050,62860,62970,646
2026/5/25,20:00,62980,63120,62940,63090,382
2026/5/25,21:00,63090,63390,63090,63310,1287
2026/5/25,22:00,63310,63440,63210,63370,1519
2026/5/25,23:00,63360,63540,63190,63470,1274
2026/5/25,0:00,63460,63610,63450,63530,513
2026/5/25,1:00,63530,63680,63510,63620,351
2026/5/25,2:00,63630,63810,63580,63650,546
2026/5/25,3:00,63640,63650,63530,63570,255
2026/5/25,4:00,63540,63550,63280,63350,348
2026/5/25,5:00,63340,63390,63210,63340,542
2026/5/25,6:00,63280,63280,63280,63280,22
2026/5/25,8:45,64170,64210,63940,64050,1577
2026/5/25,9:00,64050,65300,63830,65150,6786
2026/5/25,10:00,65150,65430,65100,65390,2821
2026/5/25,11:00,65400,65400,65030,65230,1815
2026/5/25,12:00,65220,65370,65090,65280,2278
2026/5/25,13:00,65290,65400,65270,65350,1745
2026/5/25,14:00,65340,65400,65170,65180,2043
2026/5/25,15:00,65160,65390,65150,65280,5314
2026/5/26,17:00,65260,65290,65100,65230,1084
2026/5/26,18:00,65220,65310,65210,65280,264
2026/5/26,19:00,65280,65410,65270,65360,386
2026/5/26,20:00,65350,65400,65290,65300,362
2026/5/26,21:00,65280,65420,65210,65300,964
2026/5/26,22:00,65290,65520,65290,65490,466
2026/5/26,23:00,65490,65520,65410,65420,537
2026/5/26,0:00,65410,65700,65360,65400,1817
2026/5/26,1:00,65400,65500,65370,65500,122
2026/5/26,2:00,65490,65510,65440,65450,69
2026/5/26,3:00,65450,65450,65450,65450,0
2026/5/26,4:00,65470,65500,65470,65490,12
2026/5/26,5:00,65490,65540,65480,65510,39
2026/5/26,6:00,65460,65460,65460,65460,24
2026/5/26,8:45,65280,65450,65170,65400,1163
2026/5/26,9:00,65410,65430,64650,65010,5026
2026/5/26,10:00,65000,65210,64730,65030,2631
2026/5/26,11:00,65030,65050,64880,64930,994
2026/5/26,12:00,64920,65130,64900,65130,883
2026/5/26,13:00,65130,65170,64980,64990,1114
2026/5/26,14:00,64980,65150,64840,64940,2332
2026/5/26,15:00,64940,65160,64890,65140,4661
2026/5/27,17:00,65000,65220,64990,65210,973
2026/5/27,18:00,65220,65470,65190,65440,1004
2026/5/27,19:00,65420,65660,65400,65520,859
2026/5/27,20:00,65530,65550,65350,65530,995
2026/5/27,21:00,65520,65600,65410,65510,872
2026/5/27,22:00,65510,65630,65400,65450,1212
2026/5/27,23:00,65470,65600,65400,65560,712
2026/5/27,0:00,65560,65570,65240,65320,541
2026/5/27,1:00,65330,65440,65300,65340,336
2026/5/27,2:00,65360,65440,65340,65430,377
2026/5/27,3:00,65420,65570,65410,65520,343
2026/5/27,4:00,65520,65670,65500,65640,198
2026/5/27,5:00,65640,65640,65570,65580,76
2026/5/27,6:00,65510,65510,65510,65510,14
2026/5/27,8:45,65780,66280,65780,66280,1809
2026/5/27,9:00,66290,66510,65600,65810,8095
2026/5/27,10:00,65820,66200,65640,65640,3810
2026/5/27,11:00,65650,65970,65550,65890,2074
2026/5/27,12:00,65900,65980,65630,65700,1541
2026/5/27,13:00,65660,65710,65300,65330,2522
2026/5/27,14:00,65320,65470,65230,65370,2684
2026/5/27,15:00,65370,65390,65000,65020,5250
2026/5/28,17:00,65290,65400,65150,65310,1405
2026/5/28,18:00,65310,65410,65270,65380,502
2026/5/28,19:00,65380,65470,65300,65360,646
2026/5/28,20:00,65370,65450,65280,65280,593
2026/5/28,21:00,65290,65590,65240,65410,1713
2026/5/28,22:00,65410,65450,65000,65200,1818
2026/5/28,23:00,65200,65210,64760,64990,2072
2026/5/28,0:00,64990,65080,64800,64920,1086
2026/5/28,1:00,64910,65150,64880,65060,384
2026/5/28,2:00,65060,65100,64930,65040,162
2026/5/28,3:00,65060,65160,65040,65160,112
2026/5/28,4:00,65160,65240,65150,65200,177
2026/5/28,5:00,65180,65270,65180,65240,60
2026/5/28,6:00,65250,65250,65250,65250,22
2026/5/28,8:45,64960,64970,64650,64660,1374
2026/5/28,9:00,64650,65190,64500,65160,4421
2026/5/28,10:00,65180,65180,64830,65110,1748
2026/5/28,11:00,65120,65180,64900,64900,1139
2026/5/28,12:00,64910,64960,64120,64250,5169
2026/5/28,13:00,64250,64260,63910,64030,4192
2026/5/28,14:00,64030,64720,63970,64590,2611
2026/5/28,15:00,64610,64760,64560,64560,3043
2026/5/29,17:00,64710,64750,64560,64650,681
2026/5/29,18:00,64640,64730,64560,64690,401
2026/5/29,19:00,64690,64690,64350,64420,563
2026/5/29,20:00,64430,64540,64390,64520,331
2026/5/29,21:00,64530,64880,64520,64870,436
2026/5/29,22:00,64880,64970,64760,64870,813
2026/5/29,23:00,64860,65590,64860,65330,2669
2026/5/29,0:00,65330,65670,65330,65640,811
2026/5/29,1:00,65640,65880,65620,65880,691
2026/5/29,2:00,65880,65910,65840,65890,347
2026/5/29,3:00,65880,65900,65700,65740,229
2026/5/29,4:00,65720,65770,65690,65740,378
2026/5/29,5:00,65730,65850,65710,65800,122
2026/5/29,6:00,65800,65800,65800,65800,19
2026/5/29,8:45,65730,65830,65570,65780,1278
2026/5/29,9:00,65790,66060,65590,65720,5274
2026/5/29,10:00,65750,66060,65700,65890,3385
2026/5/29,11:00,65890,66150,65820,66060,2111
2026/5/29,12:00,66050,66230,66050,66170,1819
2026/5/29,13:00,66170,66440,66160,66330,2556
2026/5/29,14:00,66340,66510,66330,66460,2555
2026/5/29,15:00,66460,66540,66250,66470,6300
2026/6/1,17:00,66430,66450,66130,66410,1695
2026/6/1,18:00,66400,66660,66390,66440,1373
2026/6/1,19:00,66440,66440,66270,66390,699
2026/6/1,20:00,66390,66410,66190,66340,524
2026/6/1,21:00,66350,66480,66190,66390,689
2026/6/1,22:00,66380,66400,66200,66250,618
2026/6/1,23:00,66260,66380,66070,66230,1583
2026/6/1,0:00,66240,66450,66160,66180,917
2026/6/1,1:00,66170,66340,66170,66250,561
2026/6/1,2:00,66260,66350,66100,66100,575
2026/6/1,3:00,66100,66280,66100,66170,393
2026/6/1,4:00,66160,66310,66150,66210,287
2026/6/1,5:00,66220,66310,66220,66250,158
2026/6/1,6:00,66200,66200,66200,66200,22
2026/6/1,8:45,66250,66430,66240,66360,1030
2026/6/1,9:00,66370,66980,66320,66820,5022
2026/6/1,10:00,66810,67240,66800,67060,2563
2026/6/1,11:00,67050,67090,66890,66920,1522
2026/6/1,12:00,66930,67150,66700,66730,2481
2026/6/1,13:00,66740,66980,66730,66910,1219
2026/6/1,14:00,66910,67010,66660,66970,1640
2026/6/1,15:00,66990,67170,66930,67080,3683
2026/6/2,17:00,67180,67200,66930,67070,1246
2026/6/2,18:00,67080,67110,66840,66890,536
2026/6/2,19:00,66890,67010,66870,66970,545
2026/6/2,20:00,66990,67060,66900,67010,419
2026/6/2,21:00,67000,67290,66940,67190,864
2026/6/2,22:00,67200,67200,66550,66560,2861
2026/6/2,23:00,66560,66790,66530,66610,1509
2026/6/2,0:00,66630,67120,66590,66940,1516
2026/6/2,1:00,66960,67150,66870,67150,526
2026/6/2,2:00,67150,67620,67110,67510,1590
2026/6/2,3:00,67500,67520,67420,67430,127
2026/6/2,4:00,67410,67420,67290,67310,198
2026/6/2,5:00,67290,67370,67270,67290,112
2026/6/2,6:00,67260,67260,67260,67260,21
2026/6/2,8:45,67070,67220,66900,67190,1160
2026/6/2,9:00,67200,67200,66010,66060,6744
2026/6/2,10:00,66070,66450,65790,65800,4833
2026/6/2,11:00,65810,65960,65670,65880,2818
2026/6/2,12:00,65860,65960,65580,65920,2990
2026/6/2,13:00,65900,66310,65870,66310,2032
2026/6/2,14:00,66320,66730,66320,66630,3210
2026/6/2,15:00,66640,66750,66550,66750,5504
2026/6/3,17:00,66940,66980,66800,66860,1094
2026/6/3,18:00,66860,66890,66710,66890,543
2026/6/3,19:00,66860,66870,66790,66790,226
2026/6/3,20:00,66790,66840,66710,66780,401
2026/6/3,21:00,66780,66940,66780,66850,447
2026/6/3,22:00,66850,66960,66700,66920,941
2026/6/3,23:00,66930,67250,66890,67240,1144
2026/6/3,0:00,67240,67400,67220,67380,632
2026/6/3,1:00,67400,67440,67250,67330,456
2026/6/3,2:00,67330,67360,67270,67310,262
2026/6/3,3:00,67310,67390,67300,67380,227
2026/6/3,4:00,67400,67540,67400,67540,215
2026/6/3,5:00,67530,67600,67490,67520,127
2026/6/3,6:00,67490,67490,67490,67490,24
2026/6/3,8:45,67220,67780,67190,67780,1894
2026/6/3,9:00,67780,68260,67420,68250,5303
2026/6/3,10:00,68260,68300,68090,68280,2767
2026/6/3,11:00,68290,68600,68260,68530,2379
2026/6/3,12:00,68520,68750,68460,68610,1923
2026/6/3,13:00,68610,68790,68540,68580,2204
2026/6/3,14:00,68590,68770,68540,68700,2216
2026/6/3,15:00,68710,68800,68420,68560,5744
2026/6/4,17:00,68590,68610,68330,68450,1749
2026/6/4,18:00,68450,68670,68410,68520,625
2026/6/4,19:00,68520,68750,68440,68490,761
2026/6/4,20:00,68500,68550,68420,68500,277
2026/6/4,21:00,68500,68530,68240,68310,511
2026/6/4,22:00,68320,68440,67980,68120,1285
2026/6/4,23:00,68110,68300,68110,68240,684
2026/6/4,0:00,68240,68320,68100,68160,544
2026/6/4,1:00,68160,68240,68010,68240,686
2026/6/4,2:00,68230,68330,68100,68310,413
2026/6/4,3:00,68300,68430,68300,68320,483
2026/6/4,4:00,68320,68360,68230,68250,319
2026/6/4,5:00,68250,68270,68030,68100,374
2026/6/4,6:00,68130,68130,68130,68130,31
2026/6/4,8:45,67650,67900,67610,67620,1526
2026/6/4,9:00,67620,67910,67250,67300,6996
2026/6/4,10:00,67280,67470,67110,67190,3632
2026/6/4,11:00,67200,67210,66950,67200,2665
2026/6/4,12:00,67210,67500,67190,67270,2060
2026/6/4,13:00,67280,67500,67210,67410,2697
2026/6/4,14:00,67410,67520,67280,67400,1842
2026/6/4,15:00,67400,67640,67290,67640,4201
2026/6/5,17:00,67740,67770,67290,67300,1864
2026/6/5,18:00,67290,67530,67070,67520,1282
2026/6/5,19:00,67520,67520,67160,67270,900
2026/6/5,20:00,67270,67400,67130,67360,1130
2026/6/5,21:00,67390,67460,67230,67380,1051
2026/6/5,22:00,67380,67440,67110,67170,1642
2026/6/5,23:00,67170,67250,66930,67120,2094
2026/6/5,0:00,67130,67380,67100,67320,740
2026/6/5,1:00,67320,67550,67300,67520,465
2026/6/5,2:00,67520,67640,67490,67640,259
2026/6/5,3:00,67640,67800,67630,67780,566
2026/6/5,4:00,67780,67890,67730,67770,447
2026/6/5,5:00,67760,67770,67610,67650,140
2026/6/5,6:00,67610,67610,67610,67610,27
2026/6/5,8:45,67350,67410,66970,66980,1376
2026/6/5,9:00,66980,66980,66170,66320,6791
2026/6/5,10:00,66320,66540,65890,66520,4736
2026/6/5,11:00,66520,66730,66400,66540,1987
2026/6/5,12:00,66540,66610,66320,66420,1674
2026/6/5,13:00,66420,66750,66340,66710,1723
2026/6/5,14:00,66700,66840,66530,66580,1942
2026/6/5,15:00,66580,66770,66550,66670,3665
2026/6/8,17:00,66680,66990,66490,66940,1726
2026/6/8,18:00,66940,67170,66920,66930,988
2026/6/8,19:00,66930,67070,66890,66890,583
2026/6/8,20:00,66890,66930,66670,66770,834
2026/6/8,21:00,66760,66880,66460,66470,1252
2026/6/8,22:00,66470,66470,65850,65850,1935
2026/6/8,23:00,65870,66080,65730,65930,1938
2026/6/8,0:00,65940,65950,65410,65420,1501
2026/6/8,1:00,65420,65420,65040,65270,1409
2026/6/8,2:00,65270,65270,64990,65190,597
2026/6/8,3:00,65200,65200,64400,64460,1197
2026/6/8,4:00,64460,64470,63810,64020,3710
2026/6/8,5:00,64020,64050,63500,63930,826
2026/6/8,6:00,63820,63820,63820,63820,42
2026/6/8,8:45,64130,64160,63780,63780,2261
2026/6/8,9:00,63780,64750,63570,64270,9730
2026/6/8,10:00,64270,64300,63410,63940,7243
2026/6/8,11:00,63960,64350,63790,64180,4298
2026/6/8,12:00,64190,64270,64050,64200,2291
2026/6/8,13:00,64220,64250,63810,63860,2303
2026/6/8,14:00,63860,64050,63450,63710,4511
2026/6/8,15:00,63720,64110,63600,63820,7682
2026/6/9,17:00,64400,64430,64120,64250,2401
2026/6/9,18:00,64260,64480,64120,64480,1062
2026/6/9,19:00,64470,64640,64240,64450,1338
2026/6/9,20:00,64440,65120,64370,64910,2784
2026/6/9,21:00,64900,65500,64890,65430,2935
2026/6/9,22:00,65440,65700,65330,65410,1607
2026/6/9,23:00,65400,65760,65310,65750,1512
2026/6/9,0:00,65750,65910,65630,65720,1275
2026/6/9,1:00,65730,65900,65640,65690,986
2026/6/9,2:00,65670,65680,65400,65580,564
2026/6/9,3:00,65580,65780,65580,65670,315
2026/6/9,4:00,65650,65690,65420,65570,647
2026/6/9,5:00,65580,65590,65440,65540,273
2026/6/9,6:00,65400,65400,65400,65400,36
2026/6/9,8:45,65390,65410,64700,65170,2663
2026/6/9,9:00,65170,65170,63920,64120,9138
2026/6/9,10:00,64100,64790,63970,64480,5192
2026/6/9,11:00,64500,64730,64460,64660,2417
2026/6/9,12:00,64670,65260,64630,65220,3762
2026/6/9,13:00,65220,65450,65130,65290,2507
2026/6/9,14:00,65280,65480,65190,65290,2684
2026/6/9,15:00,65290,65410,65110,65400,7163
2026/6/10,17:00,65550,65800,65470,65610,1838
2026/6/10,18:00,65620,65690,65500,65660,656
2026/6/10,19:00,65660,65740,65490,65630,927
2026/6/10,20:00,65630,65730,65520,65540,711
2026/6/10,21:00,65550,65790,65540,65790,438
2026/6/10,22:00,65780,66110,65720,65940,2004
2026/6/10,23:00,65930,65980,64810,65190,2262
2026/6/10,0:00,65200,65250,64300,64310,2400
2026/6/10,1:00,64310,64440,63110,63490,5209
2026/6/10,2:00,63520,64370,63510,64210,2230
2026/6/10,3:00,64220,64680,64130,64640,1212
2026/6/10,4:00,64640,64720,64210,64510,1251
2026/6/10,5:00,64520,64570,64380,64470,196
2026/6/10,6:00,64440,64440,64440,64440,16
2026/6/10,8:45,64030,64500,64000,64500,1651
2026/6/10,9:00,64510,65090,64380,64850,7552
2026/6/10,10:00,64860,65090,64650,64670,3552
2026/6/10,11:00,64690,64820,64570,64620,1744
2026/6/10,12:00,64620,64810,64380,64500,2418
2026/6/10,13:00,64510,64530,63790,63920,3627
2026/6/10,14:00,63920,64230,63750,64190,3556
2026/6/10,15:00,64190,64400,64170,64340,3358
2026/6/11,17:00,64310,64320,63600,63650,2053
2026/6/11,18:00,63650,63840,63420,63770,1516
2026/6/11,19:00,63790,63910,63510,63830,1349
2026/6/11,20:00,63860,63860,63200,63440,2434
2026/6/11,21:00,63430,64420,63410,64010,2815
2026/6/11,22:00,64010,64670,63890,64460,2020
