"Position","Pattern","TP","SL","TrailAct","TrailRev","BeAct","BeMoveTo","TotalTrades","WinRate","NetProfit","AvgPnL","ProfitFactor","SharpeRatio","MaxDrawdown"
"Long","fixed",500,400,NA,NA,NA,NA,141,0.482269503546099,4540,32.1985815602837,1.15547945205479,0.0715632354020355,4800
"Short","fixed",1000,100,NA,NA,NA,NA,141,0.120567375886525,3440,24.3971631205674,1.27741935483871,0.0709626170788998,2100
"Short","trailing",NA,NA,300,100,NA,NA,141,0.723404255319149,8870,62.9078014184397,1.21250598945855,0.0701612165548282,7380
"Long","fixed",500,300,NA,NA,NA,NA,141,0.411347517730496,3840,27.2340425531915,1.15421686746988,0.0692175783352041,4900
"Short","trailing",NA,NA,400,150,NA,NA,141,0.680851063829787,9400,66.6666666666667,1.20483765526258,0.0681983747280243,8870
"Short","fixed",500,200,NA,NA,NA,NA,141,0.319148936170213,3080,21.8439716312057,1.16041666666667,0.0670681010096053,2200
"Long","breakeven",NA,NA,NA,NA,700,10,141,0.631205673758865,10440,74.0425531914894,1.21583626214596,0.0658853418836247,12120
"Short","trailing",NA,NA,1000,100,NA,NA,141,0.531914893617021,11690,82.9078014184397,1.17833714721587,0.0654342332306792,13400
"Long","breakeven",NA,NA,NA,NA,700,0,141,0.411347517730496,10330,73.2624113475177,1.21356212528427,0.0651806231233583,11960
"Short","trailing",NA,NA,200,50,NA,NA,141,0.765957446808511,7760,55.0354609929078,1.20860215053763,0.0647118724131686,8620
"Long","fixed",400,700,NA,NA,NA,NA,141,0.659574468085106,4640,32.9078014184397,1.14454828660436,0.0643123605452074,7820
"Long","breakeven",NA,NA,NA,NA,1000,10,141,0.595744680851064,10170,72.1276595744681,1.20331867253099,0.0639077036871236,11490
"Long","breakeven",NA,NA,NA,NA,800,10,141,0.624113475177305,10110,71.7021276595745,1.20764017252002,0.0637756414121571,12120
"Long","breakeven",NA,NA,NA,NA,1000,0,141,0.439716312056738,10150,71.9858156028369,1.20291883246701,0.0637740357429317,11320
